"No","持ち手","技名","①②区分","種別","技名表記","動画URL"
"227","胸持ち","側面入身投げ","①","立ち技","胸持ち 側面入身投げ ①","https://x.com/samurai_kaze/status/1102198533870899200"
"228","胸持ち","側面入身投げ","②","立ち技","胸持ち 側面入身投げ ②","https://x.com/samurai_kaze/status/937694644065800193"
"229","胸持ち","肘締め","①","立ち技","胸持ち 肘締め ①","https://x.com/samurai_kaze/status/1145332648039948288"
"230","胸持ち","肘締め","②","立ち技","胸持ち 肘締め ②","https://x.com/samurai_kaze/status/1092053453373812736"
"231","※胸持ち","一ヵ条","①","座り技","※胸持ち 一ヵ条 ①","https://x.com/samurai_kaze/status/799990081767342081"
"232","※胸持ち","一ヵ条","②","座り技","※胸持ち 一ヵ条 ②","https://x.com/samurai_kaze/status/797709233177260033"
"233","※胸持ち","二ヵ条","①","座り技","※胸持ち 二ヵ条 ①","https://x.com/samurai_kaze/status/1276190644105392128"
"234","※胸持ち","二ヵ条","","座り技","※胸持ち 二ヵ条","https://x.com/samurai_kaze/status/1036321495323045889"
"235","※胸持ち","三ヵ条","","座り技","※胸持ち 三ヵ条","https://x.com/samurai_kaze/status/1276191641573879808"
"236","※胸持ち","三ヵ条","②","座り技","※胸持ち 三ヵ条 ②",""
"237","※胸持ち","四ヵ条","","座り技","※胸持ち 四ヵ条",""
"238","※胸持ち","四ヵ条","②","座り技","※胸持ち 四ヵ条 ②","https://x.com/samurai_kaze/status/1074332261678342144"
"239","※胸持ち","側面入身投げ","①","座り技","※胸持ち 側面入身投げ ①",""
"240","※胸持ち","側面入身投げ","","座り技","※胸持ち 側面入身投げ","https://x.com/samurai_kaze/status/1289932346704056322"
"241","※胸持ち","肘締め","","座り技","※胸持ち 肘締め","https://x.com/samurai_kaze/status/1145338088165482498"
"242","※胸持ち","肘締め","②","座り技","※胸持ち 肘締め ②",""
"243","片手綾持ち","二ヵ条","①","立ち技","片手綾持ち 二ヵ条 ①",""
"244","片手綾持ち","二ヵ条","②","立ち技","片手綾持ち 二ヵ条 ②","https://x.com/samurai_kaze/status/900805799911477248"
"245","※片手綾持ち","二ヵ条","①","座り技","※片手綾持ち 二ヵ条 ①","https://x.com/samurai_kaze/status/853513031434649600"
"246","※片手綾持ち","二ヵ条","②","座り技","※片手綾持ち 二ヵ条 ②","https://x.com/samurai_kaze/status/805003018580045825"
"247","正面突き","二ヵ条","①","立ち技","正面突き 二ヵ条 ①","https://x.com/samurai_kaze/status/962707463790145536"
"248","正面突き","二ヵ条","②","立ち技","正面突き 二ヵ条 ②","https://x.com/samurai_kaze/status/907614880529653760"
"249","正面突き","正面入身投げ","","立ち技","正面突き 正面入身投げ","https://x.com/samurai_kaze/status/1289926921707352064"
"250","正面突き","正面入身投げ","②","立ち技","正面突き 正面入身投げ ②","https://x.com/samurai_kaze/status/1114948203885916160"
"251","正面突き","肘当て呼吸投げ","①","立ち技","正面突き 肘当て呼吸投げ ①",""
"252","正面突き","肘当て呼吸投げ","②","立ち技","正面突き 肘当て呼吸投げ ②","https://x.com/samurai_kaze/status/916607026553176067"
"253","正面突き","小手返し","①","立ち技","正面突き 小手返し ①","https://x.com/samurai_kaze/status/1194981179637690368"
"254","正面突き","小手返し","②","立ち技","正面突き 小手返し ②","https://x.com/samurai_kaze/status/1194983953263808512"
"255","正面突き","呼吸投げ","○","立ち技","正面突き 呼吸投げ ○","https://x.com/samurai_kaze/status/1279804958385160193"
"256","正面突き","自由技","○","立ち技","正面突き 自由技 ○","https://x.com/samurai_kaze/status/967682685735849984"
"257","※正面突き","肘当て呼吸投げ","","座り技","※正面突き 肘当て呼吸投げ","https://x.com/samurai_kaze/status/1098484276004175873"
"258","※正面突き","肘当て呼吸投げ","","座り技","※正面突き 肘当て呼吸投げ","https://x.com/samurai_kaze/status/775327698042314752"
"259","※正面突き","小手返し","①","座り技","※正面突き 小手返し ①",""
"260","※正面突き","小手返し","②","座り技","※正面突き 小手返し ②",""
"261","後ろ技両手持ち","一ヵ条","①","立ち技","後ろ技両手持ち 一ヵ条 ①","https://x.com/samurai_kaze/status/1176138778127159296"
"262","後ろ技両手持ち","一ヵ条","②","立ち技","後ろ技両手持ち 一ヵ条 ②","https://x.com/samurai_kaze/status/1177959938124943361"
"263","後ろ技両手持ち","三ヵ条","①","立ち技","後ろ技両手持ち 三ヵ条 ①","https://x.com/samurai_kaze/status/895932042596171776"
"264","後ろ技両手持ち","三ヵ条","②","立ち技","後ろ技両手持ち 三ヵ条 ②","https://x.com/samurai_kaze/status/891672388680663040"
"265","後ろ技両手持ち","側面入身投げ","①","立ち技","後ろ技両手持ち 側面入身投げ ①","https://x.com/samurai_kaze/status/881772293248008192"
"266","後ろ技両手持ち","側面入身投げ","②","立ち技","後ろ技両手持ち 側面入身投げ ②","https://x.com/samurai_kaze/status/865565509328097281"
"267","後ろ技両手持ち","肘締め","①","立ち技","後ろ技両手持ち 肘締め ①","https://x.com/samurai_kaze/status/957254189100314624"
"268","後ろ技両手持ち","肘締め","②","立ち技","後ろ技両手持ち 肘締め ②","https://x.com/samurai_kaze/status/926818543642992643"
"269","後ろ技両手持ち","肘当て呼吸投げ","①","立ち技","後ろ技両手持ち 肘当て呼吸投げ ①","https://x.com/samurai_kaze/status/988088808640950272"
"270","後ろ技両手持ち","肘当て呼吸投げ","②","立ち技","後ろ技両手持ち 肘当て呼吸投げ ②","https://x.com/samurai_kaze/status/1023205652280139776"
"271","後ろ技両手持ち","小手返し","①","立ち技","後ろ技両手持ち 小手返し ①","https://x.com/samurai_kaze/status/871417542543261698"
"272","後ろ技両手持ち","小手返し","②","立ち技","後ろ技両手持ち 小手返し ②","https://x.com/samurai_kaze/status/1061657359125164032"
"273","後ろ技両手持ち","自由技","○","立ち技","後ろ技両手持ち 自由技 ○","https://x.com/samurai_kaze/status/886606823062552578"
"274","後ろ技片手襟持ち","一ヵ条","①","立ち技","後ろ技片手襟持ち 一ヵ条 ①","https://x.com/samurai_kaze/status/927195331548217344"
"275","後ろ技片手襟持ち","一ヵ条","②","立ち技","後ろ技片手襟持ち 一ヵ条 ②","https://x.com/samurai_kaze/status/807850599308029953"
"276","後ろ技片手襟持ち","三ヵ条","①","立ち技","後ろ技片手襟持ち 三ヵ条 ①","https://x.com/samurai_kaze/status/914139663102763009"
"277","後ろ技片手襟持ち","三ヵ条","②","立ち技","後ろ技片手襟持ち 三ヵ条 ②","https://x.com/samurai_kaze/status/946567740860461056"
"278","後ろ技両肘持ち","一ヵ条","①","立ち技","後ろ技両肘持ち 一ヵ条 ①","https://x.com/samurai_kaze/status/832994675434803200"
"279","後ろ技両肘持ち","一ヵ条","②","立ち技","後ろ技両肘持ち 一ヵ条 ②","https://x.com/samurai_kaze/status/1015973234829717504"
"280","後ろ技両肘持ち","三ヵ条","①","立ち技","後ろ技両肘持ち 三ヵ条 ①","https://x.com/samurai_kaze/status/1021333097818624000"
"281","後ろ技両肘持ち","三ヵ条","②","立ち技","後ろ技両肘持ち 三ヵ条 ②","https://x.com/samurai_kaze/status/1071812298853904384"
"282","後ろ技両肘持ち","側面入身投げ","①","立ち技","後ろ技両肘持ち 側面入身投げ ①","https://x.com/samurai_kaze/status/838378942323044353"
"283","後ろ技両肘持ち","側面入身投げ","②","立ち技","後ろ技両肘持ち 側面入身投げ ②","https://x.com/samurai_kaze/status/990196175637692416"
"284","後ろ技両肘持ち","自由技","○","立ち技","後ろ技両肘持ち 自由技 ○","https://x.com/samurai_kaze/status/820271456688816128"
"285","後ろ技両肩持ち","一ヵ条","①","立ち技","後ろ技両肩持ち 一ヵ条 ①","https://x.com/samurai_kaze/status/1163685030708727808"
"286","後ろ技両肩持ち","一ヵ条","②","立ち技","後ろ技両肩持ち 一ヵ条 ②","https://x.com/samurai_kaze/status/1165664517071597573"
"287","後ろ技両肩持ち","三ヵ条","①","立ち技","後ろ技両肩持ち 三ヵ条 ①","https://x.com/samurai_kaze/status/1301309705214554112"
"288","後ろ技両肩持ち","三ヵ条","②","立ち技","後ろ技両肩持ち 三ヵ条 ②","https://x.com/samurai_kaze/status/1104444321841872896"
"289","後ろ技両肩持ち","側面入身投げ","①","立ち技","後ろ技両肩持ち 側面入身投げ ①","https://x.com/samurai_kaze/status/1081448108796473344"
"290","後ろ技両肩持ち","側面入身投げ","②","立ち技","後ろ技両肩持ち 側面入身投げ ②","https://x.com/samurai_kaze/status/1314970134692335616"
"291","後ろ技両肩持ち","自由技","○","立ち技","後ろ技両肩持ち 自由技 ○","https://x.com/samurai_kaze/status/1312680091273502721"
"292","後ろ技襟持ち","一ヵ条","①","立ち技","後ろ技襟持ち 一ヵ条 ①","https://x.com/samurai_kaze/status/1152631923644063744"
"293","後ろ技襟持ち","一ヵ条","②","立ち技","後ろ技襟持ち 一ヵ条 ②","https://x.com/samurai_kaze/status/1150551953543294977"
"294","後ろ技襟持ち","肘締め","①","立ち技","後ろ技襟持ち 肘締め ①","https://x.com/samurai_kaze/status/962720713864982528"
"295","後ろ技襟持ち","肘締め","②","立ち技","後ろ技襟持ち 肘締め ②","https://x.com/samurai_kaze/status/911531224098672640"
"296","半身半立ち片手持ち","四方投げ","①","立ち技","半身半立ち片手持ち 四方投げ ①","https://x.com/samurai_kaze/status/1304688737071165442"
"297","半身半立ち片手持ち","四方投げ","②","立ち技","半身半立ち片手持ち 四方投げ ②","https://x.com/samurai_kaze/status/1308097622087925760"
"298","半身半立ち両手持ち","四方投げ","○","立ち技","半身半立ち両手持ち 四方投げ ○","https://x.com/samurai_kaze/status/914535424357416960"
"299","肩持ち正面打ち","四方投げ","①","立ち技","肩持ち正面打ち 四方投げ ①","https://x.com/samurai_kaze/status/1114947856803160064"
"300","肩持ち正面打ち","四方投げ","②","立ち技","肩持ち正面打ち 四方投げ ②","https://x.com/samurai_kaze/status/811223993667567616"
"301","正面横面打ち","自由技","○","立ち技","正面横面打ち 自由技 ○","https://x.com/samurai_kaze/status/894227134381555716"
"302","短刀取り","自由技","○","立ち技","短刀取り 自由技 ○","https://x.com/samurai_kaze/status/1028338154976161792"
"303","短刀横面取り","自由技","○","立ち技","短刀横面取り 自由技 ○","https://x.com/samurai_kaze/status/891261684467105793"
"304","剣取り","自由技","○","立ち技","剣取り 自由技 ○","https://x.com/samurai_kaze/status/835854739648593921"
"305","２人取り","自由技","○","立ち技","２人取り 自由技 ○","https://x.com/samurai_kaze/status/909458661927403520"
"306","３人取り","自由技","○","立ち技","３人取り 自由技 ○","https://x.com/samurai_kaze/status/923911113342717953"
